ID,Vehicles
20170712211,99.09542
20170712221,94.23639
20170712231,90.856224
20170713001,81.70479
20170713011,69.569565
20170713021,58.550453
20170713031,49.251125
20170713041,41.062607
20170713051,40.233486
20170713061,45.887108
20170713071,52.89474
20170713081,57.15508
20170713091,70.33213
20170713101,92.92595
20170713111,107.94863
20170713121,108.69438
20170713131,100.36561
20170713141,108.103134
20170713151,107.494385
20170713161,103.38675
20170713171,103.49547
20170713181,107.47561
20170713191,108.07042
20170713201,106.90879
20170713211,97.82215
20170713221,93.06494
20170713231,89.786804
20170714001,80.10699
20170714011,68.19027
20170714021,58.36464
20170714031,48.97644
20170714041,40.612076
20170714051,39.15515
20170714061,44.31911
20170714071,51.577316
20170714081,55.797897
20170714091,67.19902
20170714101,85.82664
20170714111,94.16998
20170714121,94.425674
20170714131,88.41441
20170714141,93.34772
20170714151,92.84201
20170714161,89.40449
20170714171,89.40643
20170714181,92.47183
20170714191,93.50472
20170714201,92.85741
20170714211,85.92311
20170714221,81.541794
20170714231,79.02171
20170715001,66.2105
20170715011,56.87882
20170715021,47.713806
20170715031,38.294174
20170715041,32.326344
20170715051,29.835432
20170715061,31.138084
20170715071,35.24471
20170715081,39.12237
20170715091,44.73005
20170715101,52.748005
20170715111,55.970406
20170715121,55.05139
20170715131,52.679863
20170715141,53.241657
20170715151,53.10973
20170715161,53.286217
20170715171,53.66468
20170715181,57.514015
20170715191,62.915157
20170715201,63.128487
20170715211,60.316547
20170715221,59.802723
20170715231,58.321316
20170716001,53.992455
20170716011,43.55369
20170716021,36.753105
20170716031,32.158066
20170716041,27.28558
20170716051,26.676914
20170716061,27.90456
20170716071,31.624369
20170716081,36.7508
20170716091,42.765415
20170716101,50.951283
20170716111,54.405243
20170716121,53.76722
20170716131,52.904083
20170716141,52.068466
20170716151,52.006023
20170716161,52.68438
20170716171,53.664005
20170716181,58.449055
20170716191,63.004578
20170716201,63.068306
20170716211,60.8985
20170716221,61.796314
20170716231,60.63337
20170717001,57.54427
20170717011,47.922787
20170717021,41.75162
20170717031,38.088795
20170717041,33.97332
20170717051,34.281124
20170717061,41.714302
20170717071,50.56081
20170717081,54.09274
20170717091,67.21512
20170717101,90.4156
20170717111,105.64216
20170717121,105.86048
20170717131,100.12162
20170717141,106.5066
20170717151,105.82808
20170717161,103.41378
20170717171,104.654205
20170717181,109.59822
20170717191,109.444016
20170717201,107.58983
20170717211,100.09587
20170717221,95.04295
20170717231,91.43956
20170718001,81.53247
20170718011,70.35843
20170718021,60.14079
20170718031,50.166992
20170718041,41.299248
20170718051,40.341915
20170718061,46.147255
20170718071,53.882034
20170718081,58.323692
20170718091,71.65002
20170718101,94.379776
20170718111,108.18453
20170718121,109.594795
20170718131,102.034775
20170718141,109.474304
20170718151,108.777054
20170718161,106.36357
20170718171,106.77365
20170718181,110.9079
20170718191,111.323074
20170718201,109.43728
20170718211,101.93523
20170718221,95.71304
20170718231,92.06667
20170719001,81.46898
20170719011,70.0097
20170719021,59.793617
20170719031,50.205788
20170719041,41.29434
20170719051,40.372322
20170719061,45.844036
20170719071,53.592762
20170719081,57.796364
20170719091,70.69
20170719101,92.53028
20170719111,107.8002
20170719121,107.84882
20170719131,99.659256
20170719141,108.03189
20170719151,107.313934
20170719161,103.23529
20170719171,103.54849
20170719181,108.31206
20170719191,109.24135
20170719201,107.687996
20170719211,99.34029
20170719221,94.186584
20170719231,90.38208
20170720001,82.80914
20170720011,70.03984
20170720021,59.0259
20170720031,49.71908
20170720041,41.266212
20170720051,40.02025
20170720061,45.497627
20170720071,52.69187
20170720081,56.964935
20170720091,70.73244
20170720101,93.39613
20170720111,108.565155
20170720121,108.143776
20170720131,100.43257
20170720141,108.26443
20170720151,107.39319
20170720161,103.43225
20170720171,103.79331
20170720181,107.75456
20170720191,108.60983
20170720201,107.445145
20170720211,98.84587
20170720221,93.96155
20170720231,90.60131
20170721001,81.141815
20170721011,69.06491
20170721021,59.013996
20170721031,49.400978
20170721041,40.89524
20170721051,39.143387
20170721061,44.436043
20170721071,51.69909
20170721081,55.890327
20170721091,67.66774
20170721101,85.93323
20170721111,95.35179
20170721121,95.58368
20170721131,89.25653
20170721141,94.206924
20170721151,93.46863
20170721161,89.5542
20170721171,89.72509
20170721181,93.084404
20170721191,94.01205
20170721201,93.27882
20170721211,86.593544
20170721221,81.8826
20170721231,79.86987
20170722001,68.01109
20170722011,58.30941
20170722021,48.39367
20170722031,39.22415
20170722041,32.766727
20170722051,30.005165
20170722061,31.882244
20170722071,35.779957
20170722081,39.784225
20170722091,45.741898
20170722101,54.37207
20170722111,58.34064
20170722121,57.469444
20170722131,56.1948
20170722141,55.579754
20170722151,55.44214
20170722161,55.423706
20170722171,55.540054
20170722181,59.011562
20170722191,62.809944
20170722201,63.60483
20170722211,60.58513
20170722221,60.272064
20170722231,59.05009
20170723001,55.1508
20170723011,45.0961
20170723021,37.94814
20170723031,33.721703
20170723041,28.7164
20170723051,26.955036
20170723061,29.084728
20170723071,32.442345
20170723081,37.362434
20170723091,44.140457
20170723101,52.199303
20170723111,56.47377
20170723121,55.63147
20170723131,55.873455
20170723141,54.198578
20170723151,54.133633
20170723161,54.81213
20170723171,55.37866
20170723181,59.76774
20170723191,63.634933
20170723201,63.774117
20170723211,62.252388
20170723221,62.510277
20170723231,61.707626
20170724001,60.144695
20170724011,50.12014
20170724021,43.571476
20170724031,39.142956
20170724041,34.31685
20170724051,34.56415
20170724061,42.515484
20170724071,50.852463
20170724081,54.654987
20170724091,68.060005
20170724101,90.91809
20170724111,106.319595
20170724121,106.55756
20170724131,99.77913
20170724141,106.77005
20170724151,105.90048
20170724161,103.57158
20170724171,104.899635
20170724181,109.967155
20170724191,110.0484
20170724201,107.992325
20170724211,101.67169
20170724221,96.48533
20170724231,92.48587
20170725001,83.55037
20170725011,72.41969
20170725021,61.550957
20170725031,51.762325
20170725041,41.909603
20170725051,40.500526
20170725061,46.539223
20170725071,54.401012
20170725081,59.169758
20170725091,72.936554
20170725101,95.46157
20170725111,110.64252
20170725121,112.24528
20170725131,102.65005
20170725141,111.00794
20170725151,110.04544
20170725161,107.48078
20170725171,108.16231
20170725181,112.69854
20170725191,112.406364
20170725201,110.170685
20170725211,103.49417
20170725221,97.50144
20170725231,93.75099
20170726001,83.042656
20170726011,72.19926
20170726021,61.074425
20170726031,51.5839
20170726041,41.945854
20170726051,40.716995
20170726061,46.623363
20170726071,54.46588
20170726081,58.740757
20170726091,71.6425
20170726101,93.381195
20170726111,109.64902
20170726121,110.89418
20170726131,100.358696
20170726141,108.88389
20170726151,108.43827
20170726161,104.34357
20170726171,104.37215
20170726181,109.29003
20170726191,110.258026
20170726201,108.404724
20170726211,100.704666
20170726221,96.199265
20170726231,93.33242
20170727001,83.2054
20170727011,70.99853
20170727021,59.678555
20170727031,50.44108
20170727041,41.676067
20170727051,40.350197
20170727061,45.91153
20170727071,53.476936
20170727081,57.605045
20170727091,71.995834
20170727101,94.74332
20170727111,111.581314
20170727121,115.01271
20170727131,102.65988
20170727141,110.9215
20170727151,110.13364
20170727161,105.52907
20170727171,105.55798
20170727181,110.064606
20170727191,111.06724
20170727201,109.32669
20170727211,100.60239
20170727221,96.20566
20170727231,92.68713
20170728001,81.87161
20170728011,70.13441
20170728021,59.562412
20170728031,50.151657
20170728041,41.378075
20170728051,39.462997
20170728061,44.82135
20170728071,52.26023
20170728081,56.324383
20170728091,68.36413
20170728101,86.55249
20170728111,97.37152
20170728121,99.02199
20170728131,91.53195
20170728141,97.01787
20170728151,96.36803
20170728161,91.871216
20170728171,91.8018
20170728181,95.84244
20170728191,96.840324
20170728201,95.775505
20170728211,87.558945
20170728221,83.72771
20170728231,82.4399
20170729001,68.099205
20170729011,58.425957
20170729021,48.328773
20170729031,39.32746
20170729041,32.77697
20170729051,30.472738
20170729061,31.979168
20170729071,35.792324
20170729081,39.397797
20170729091,45.226204
20170729101,51.99334
20170729111,57.2104
20170729121,57.599766
20170729131,53.328552
20170729141,53.494396
20170729151,53.474884
20170729161,53.513927
20170729171,53.98021
20170729181,58.495705
20170729191,62.689964
20170729201,62.502796
20170729211,60.074295
20170729221,60.533466
20170729231,59.32325
20170730001,54.601936
20170730011,44.56505
20170730021,37.48834
20170730031,33.389915
20170730041,28.316332
20170730051,26.923403
20170730061,28.415337
20170730071,31.809532
20170730081,36.607418
20170730091,43.346485
20170730101,50.364494
20170730111,55.42672
20170730121,55.322823
20170730131,51.54971
20170730141,51.48544
20170730151,51.63479
20170730161,52.343925
20170730171,52.45534
20170730181,57.66888
20170730191,62.01264
20170730201,61.475124
20170730211,60.216637
20170730221,61.076614
20170730231,60.59961
20170731001,57.502857
20170731011,48.51214
20170731021,42.79485
20170731031,40.005745
20170731041,35.55453
20170731051,36.136265
20170731061,43.189247
20170731071,51.275867
20170731081,55.056335
20170731091,67.81301
20170731101,90.91231
20170731111,105.63117
20170731121,105.34611
20170731131,98.580795
20170731141,105.01043
20170731151,104.914986
20170731161,102.314804
20170731171,103.24852
20170731181,109.80964
20170731191,109.905685
20170731201,108.418335
20170731211,94.81145
20170731221,85.29019
20170731231,84.54384
20170801001,80.48075
20170801011,70.66874
20170801021,60.078545
20170801031,50.333473
20170801041,40.97583
20170801051,40.320168
20170801061,46.59444
20170801071,53.720753
20170801081,58.22629
20170801091,69.864784
20170801101,92.85141
20170801111,105.3092
20170801121,105.91379
20170801131,93.79465
20170801141,106.27974
20170801151,106.17574
20170801161,102.451355
20170801171,103.27223
20170801181,108.285065
20170801191,111.473946
20170801201,108.32008
20170801211,101.36797
20170801221,95.89186
20170801231,91.936295
20170802001,81.838425
20170802011,71.142105
20170802021,60.41024
20170802031,50.348236
20170802041,41.02683
20170802051,40.544235
20170802061,47.071476
20170802071,54.65828
20170802081,58.85798
20170802091,71.093895
20170802101,93.97731
20170802111,107.37552
20170802121,107.74248
20170802131,99.83099
20170802141,109.31491
20170802151,109.49543
20170802161,105.49743
20170802171,105.2186
20170802181,108.92608
20170802191,111.4726
20170802201,109.08827
20170802211,100.46489
20170802221,95.43913
20170802231,91.57582
20170803001,81.86533
20170803011,69.88114
20170803021,59.207787
20170803031,49.285606
20170803041,40.69888
20170803051,40.254932
20170803061,46.532047
20170803071,54.028152
20170803081,58.345253
20170803091,71.13585
20170803101,94.666
20170803111,109.0466
20170803121,108.79595
20170803131,100.25286
20170803141,109.74915
20170803151,109.7753
20170803161,105.897934
20170803171,105.472244
20170803181,107.40622
20170803191,109.2148
20170803201,107.74393
20170803211,98.694626
20170803221,94.249245
20170803231,90.56401
20170804001,80.99554
20170804011,68.84648
20170804021,58.653538
20170804031,49.099655
20170804041,40.80265
20170804051,39.603752
20170804061,45.63176
20170804071,52.511013
20170804081,56.33898
20170804091,67.48795
20170804101,85.230804
20170804111,94.61548
20170804121,94.36168
20170804131,88.551926
20170804141,94.906204
20170804151,94.062126
20170804161,90.30151
20170804171,90.54611
20170804181,92.26405
20170804191,93.17844
20170804201,91.91715
20170804211,85.20449
20170804221,81.2638
20170804231,79.86694
20170805001,65.978424
20170805011,56.7498
20170805021,46.966515
20170805031,38.18242
20170805041,32.239143
20170805051,29.642738
20170805061,31.513731
20170805071,35.216496
20170805081,38.818367
20170805091,43.99598
20170805101,50.93583
20170805111,54.45353
20170805121,53.265198
20170805131,51.663143
20170805141,52.103966
20170805151,52.21214
20170805161,52.24143
20170805171,52.5623
20170805181,56.16541
20170805191,60.721893
20170805201,61.126957
20170805211,59.552277
20170805221,58.907635
20170805231,58.0923
20170806001,52.14104
20170806011,43.241016
20170806021,36.440006
20170806031,32.46126
20170806041,27.766842
20170806051,26.6636
20170806061,27.673496
20170806071,31.141302
20170806081,35.998627
20170806091,42.13182
20170806101,48.934994
20170806111,52.508244
20170806121,52.009045
20170806131,51.494263
20170806141,51.1668
20170806151,51.29084
20170806161,52.072136
20170806171,52.699615
20170806181,56.829796
20170806191,60.86374
20170806201,60.6518
20170806211,60.5755
20170806221,60.1535
20170806231,59.83784
20170807001,58.822853
20170807011,49.816338
20170807021,42.78822
20170807031,39.46983
20170807041,35.191147
20170807051,34.912518
20170807061,43.404778
20170807071,51.07682
20170807081,54.66218
20170807091,68.00411
20170807101,90.92024
20170807111,106.97627
20170807121,105.83078
20170807131,99.575386
20170807141,106.86125
20170807151,107.13775
20170807161,105.15996
20170807171,105.91833
20170807181,110.24317
20170807191,110.527115
20170807201,108.37577
20170807211,101.75981
20170807221,96.15821
20170807231,92.74353
20170808001,81.19499
20170808011,71.06695
20170808021,60.531063
20170808031,51.10817
20170808041,42.236446
20170808051,40.951317
20170808061,46.7136
20170808071,54.53008
20170808081,58.689842
20170808091,72.45849
20170808101,95.17168
20170808111,109.46788
20170808121,110.45284
20170808131,101.48358
20170808141,111.571754
20170808151,111.738335
20170808161,109.681526
20170808171,109.38653
20170808181,112.302155
20170808191,112.68005
20170808201,110.506424
20170808211,103.40831
20170808221,96.87439
20170808231,93.652054
20170809001,82.19065
20170809011,71.4635
20170809021,60.541332
20170809031,50.841854
20170809041,41.900787
20170809051,40.827835
20170809061,46.95091
20170809071,54.337437
20170809081,58.626007
20170809091,71.28401
20170809101,94.16893
20170809111,108.56139
20170809121,108.53992
20170809131,99.61496
20170809141,108.88284
20170809151,108.57565
20170809161,103.899445
20170809171,103.9038
20170809181,107.974815
20170809191,109.160995
20170809201,107.16513
20170809211,99.2563
20170809221,94.4341
20170809231,91.026505
20170810001,82.21128
20170810011,69.65721
20170810021,58.70829
20170810031,49.41202
20170810041,41.363457
20170810051,40.565147
20170810061,45.614174
20170810071,52.697605
20170810081,57.372337
20170810091,71.0113
20170810101,94.37927
20170810111,109.41369
20170810121,109.14923
20170810131,100.31221
20170810141,108.730316
20170810151,108.34464
20170810161,103.997284
20170810171,103.95163
20170810181,107.61748
20170810191,108.44829
20170810201,106.96082
20170810211,98.70033
20170810221,93.74571
20170810231,90.90669
20170811001,81.204315
20170811011,69.05362
20170811021,58.665455
20170811031,49.36536
20170811041,41.21517
20170811051,39.78673
20170811061,44.775253
20170811071,51.717915
20170811081,56.213867
20170811091,67.66898
20170811101,86.42496
20170811111,95.40989
20170811121,94.90657
20170811131,88.85023
20170811141,93.72335
20170811151,93.260025
20170811161,89.53754
20170811171,89.75382
20170811181,93.7019
20170811191,94.8519
20170811201,93.83688
20170811211,86.71245
20170811221,82.345184
20170811231,80.34084
20170812001,66.6924
20170812011,57.57303
20170812021,47.852448
20170812031,38.94287
20170812041,32.8275
20170812051,30.315779
20170812061,31.773872
20170812071,35.60935
20170812081,39.643562
20170812091,44.983257
20170812101,51.934544
20170812111,55.23681
20170812121,53.88201
20170812131,52.19938
20170812141,52.711243
20170812151,52.07502
20170812161,52.630447
20170812171,52.982353
20170812181,57.04548
20170812191,63.16908
20170812201,63.33731
20170812211,60.68476
20170812221,60.191948
20170812231,58.77227
20170813001,52.61058
20170813011,43.945232
20170813021,37.05349
20170813031,32.70945
20170813041,27.84345
20170813051,27.05962
20170813061,28.52097
20170813071,32.08888
20170813081,37.198948
20170813091,43.005844
20170813101,50.16282
20170813111,53.050407
20170813121,52.363262
20170813131,52.036137
20170813141,51.552994
20170813151,50.995857
20170813161,52.073196
20170813171,52.964172
20170813181,57.48378
20170813191,63.180492
20170813201,63.133564
20170813211,61.516727
20170813221,61.495266
20170813231,60.623055
20170814001,58.126797
20170814011,48.654434
20170814021,42.192524
20170814031,38.797916
20170814041,34.087162
20170814051,34.54045
20170814061,42.1467
20170814071,50.750572
20170814081,54.21024
20170814091,66.73941
20170814101,89.6974
20170814111,103.9113
20170814121,102.81818
20170814131,99.268684
20170814141,105.271484
20170814151,105.33434
20170814161,103.2013
20170814171,104.207825
20170814181,109.949585
20170814191,109.84277
20170814201,107.71977
20170814211,100.5325
20170814221,95.395454
20170814231,91.734924
20170815001,81.42706
20170815011,70.84403
20170815021,60.565342
20170815031,50.868385
20170815041,41.487335
20170815051,40.58969
20170815061,46.2513
20170815071,53.751736
20170815081,58.04346
20170815091,71.3239
20170815101,94.7047
20170815111,107.88392
20170815121,108.425644
20170815131,100.23225
20170815141,107.318115
20170815151,107.38218
20170815161,105.18361
20170815171,105.7153
20170815181,110.37846
20170815191,112.10055
20170815201,110.13602
20170815211,101.953735
20170815221,96.103836
20170815231,91.78606
20170816001,81.267296
20170816011,70.4069
20170816021,60.071323
20170816031,50.3183
20170816041,41.249924
20170816051,40.48622
20170816061,45.891247
20170816071,53.608097
20170816081,57.92092
20170816091,70.84187
20170816101,93.50553
20170816111,107.92468
20170816121,107.25698
20170816131,99.46562
20170816141,107.34203
20170816151,107.37629
20170816161,103.278946
20170816171,103.76328
20170816181,107.794395
20170816191,109.571594
20170816201,107.87654
20170816211,98.84611
20170816221,93.99918
20170816231,90.43129
20170817001,81.059296
20170817011,68.67085
20170817021,58.437233
20170817031,48.85737
20170817041,40.90718
20170817051,40.05597
20170817061,45.210968
20170817071,52.591537
20170817081,57.04476
20170817091,70.68983
20170817101,93.872025
20170817111,108.94547
20170817121,108.43279
20170817131,100.44883
20170817141,108.50274
20170817151,108.11786
20170817161,103.88975
20170817171,104.02142
20170817181,107.51974
20170817191,108.35622
20170817201,107.294876
20170817211,98.11243
20170817221,93.40225
20170817231,89.82057
20170818001,79.86208
20170818011,68.09328
20170818021,58.43576
20170818031,48.54232
20170818041,40.604458
20170818051,39.02512
20170818061,44.05109
20170818071,51.42372
20170818081,55.686638
20170818091,67.40773
20170818101,86.09231
20170818111,95.38612
20170818121,95.132614
20170818131,88.954185
20170818141,93.97876
20170818151,93.725204
20170818161,90.0049
20170818171,90.02634
20170818181,92.69263
20170818191,93.815994
20170818201,93.084274
20170818211,85.879684
20170818221,81.4027
20170818231,79.13092
20170819001,66.77828
20170819011,56.87007
20170819021,47.356625
20170819031,38.458344
20170819041,32.530403
20170819051,29.990915
20170819061,31.564873
20170819071,35.54704
20170819081,39.46795
20170819091,45.369804
20170819101,53.69065
20170819111,57.753315
20170819121,56.5398
20170819131,55.730553
20170819141,54.926205
20170819151,54.263763
20170819161,54.777172
20170819171,55.220722
20170819181,58.05813
20170819191,62.664215
20170819201,63.2564
20170819211,60.17129
20170819221,59.749687
20170819231,58.00698
20170820001,54.352478
20170820011,44.406326
20170820021,37.364697
20170820031,32.53791
20170820041,27.722246
20170820051,27.036541
20170820061,28.619686
20170820071,32.04996
20170820081,36.877163
20170820091,43.33304
20170820101,51.071568
20170820111,55.248074
20170820121,54.526505
20170820131,54.139126
20170820141,52.858402
20170820151,52.125977
20170820161,53.309452
20170820171,54.25114
20170820181,58.939293
20170820191,62.900043
20170820201,63.057156
20170820211,62.63614
20170820221,62.315937
20170820231,61.11955
20170821001,59.667126
20170821011,50.339703
20170821021,43.76001
20170821031,39.33085
20170821041,34.49689
20170821051,34.707382
20170821061,42.934372
20170821071,51.139957
20170821081,55.047382
20170821091,67.83644
20170821101,90.73096
20170821111,105.83322
20170821121,105.81249
20170821131,100.14308
20170821141,106.11995
20170821151,106.15474
20170821161,103.53783
20170821171,104.63315
20170821181,108.96314
20170821191,109.237976
20170821201,107.8453
20170821211,101.60758
20170821221,96.50662
20170821231,92.7556
20170822001,82.383896
20170822011,71.68823
20170822021,61.269672
20170822031,51.610596
20170822041,41.830147
20170822051,40.288094
20170822061,46.96233
20170822071,54.465935
20170822081,58.896095
20170822091,72.416016
20170822101,94.99652
20170822111,109.52699
20170822121,110.70535
20170822131,101.8024
20170822141,110.50467
20170822151,110.540886
20170822161,107.02411
20170822171,107.40492
20170822181,111.3663
20170822191,112.15314
20170822201,110.09644
20170822211,103.34933
20170822221,97.44796
20170822231,93.07979
20170823001,82.522064
20170823011,71.64534
20170823021,61.139812
20170823031,51.18025
20170823041,41.78174
20170823051,40.353695
20170823061,46.625847
20170823071,53.944042
20170823081,58.168766
20170823091,71.017
20170823101,92.892136
20170823111,108.06059
20170823121,108.78778
20170823131,99.08349
20170823141,107.73714
20170823151,107.98879
20170823161,103.22083
20170823171,103.29461
20170823181,108.0906
20170823191,109.38105
20170823201,107.3873
20170823211,99.56632
20170823221,94.71141
20170823231,91.1259
20170824001,81.599205
20170824011,69.07587
20170824021,58.46272
20170824031,49.60196
20170824041,41.20394
20170824051,39.83366
20170824061,45.91077
20170824071,52.76331
20170824081,57.132896
20170824091,70.789
20170824101,93.34893
20170824111,108.89222
20170824121,109.54397
20170824131,100.242966
20170824141,108.65672
20170824151,108.09466
20170824161,103.55523
20170824171,103.591675
20170824181,107.78537
20170824191,108.58517
20170824201,107.23401
20170824211,99.4867
20170824221,94.65752
20170824231,90.49632
20170825001,79.17471
20170825011,67.279526
20170825021,57.472652
20170825031,49.822468
20170825041,41.33889
20170825051,39.43534
20170825061,44.661148
20170825071,52.352818
20170825081,56.603653
20170825091,68.52566
20170825101,86.90594
20170825111,97.06101
20170825121,97.30836
20170825131,89.42548
20170825141,95.01195
20170825151,94.70502
20170825161,90.6176
20170825171,90.49515
20170825181,93.7094
20170825191,94.79195
20170825201,93.80514
20170825211,87.71498
20170825221,82.86631
20170825231,80.689575
20170826001,64.915085
20170826011,55.611275
20170826021,46.199654
20170826031,39.569412
20170826041,33.094463
20170826051,30.459017
20170826061,32.124683
20170826071,36.27563
20170826081,40.068775
20170826091,46.220917
20170826101,54.233467
20170826111,59.143196
20170826121,58.366478
20170826131,55.93635
20170826141,55.71219
20170826151,55.808838
20170826161,55.64087
20170826171,55.72663
20170826181,59.97847
20170826191,63.961063
20170826201,64.20008
20170826211,62.066326
20170826221,61.678627
20170826231,59.772026
20170827001,54.006878
20170827011,45.013165
20170827021,37.96088
20170827031,34.043808
20170827041,29.100758
20170827051,27.171148
20170827061,29.152271
20170827071,32.889885
20170827081,37.656
20170827091,44.85852
20170827101,52.71447
20170827111,57.962376
20170827121,58.20862
20170827131,56.29509
20170827141,54.937115
20170827151,54.934875
20170827161,55.44222
20170827171,55.958267
20170827181,60.951706
20170827191,64.98644
20170827201,64.92958
20170827211,63.40355
20170827221,63.68686
20170827231,62.44205
20170828001,57.906563
20170828011,48.948627
20170828021,41.98623
20170828031,39.286522
20170828041,34.672756
20170828051,34.70304
20170828061,42.29287
